2.34445,48.86,Paris
5.37639,43.2967,Marseille
4.84139,45.7589,Lyon
1.43333,43.6,Toulouse
7.25,43.7,Nice
-1.55,47.2167,Nantes
7.75,48.5833,Strasbourg
3.88333,43.6,Montpellier
-0.566667,44.8333,Bordeaux
3.06667,50.6333,Lille
-1.68333,48.0833,Rennes
4.03333,49.25,Reims
0.133333,49.5,Le Havre
4.4,45.4333,Saint-etienne
5.93333,43.1167,Toulon
5.71667,45.1667,Grenoble
5.01667,47.3167,Dijon
-0.55,47.4667,Angers
0.2,48,Le Mans
5.43333,43.5333,Aix-en-Provence
-4.48333,48.4,Brest
4.88333,45.7667,Villeurbanne
4.35,43.8333,Nimes
1.25,45.85,Limoges
3.08333,45.7833,Clermont-Ferrand
0.683333,47.3833,Tours
2.3,49.9,Amiens
6.16667,49.1333,Metz
6.03333,47.25,Besancon
2.88333,42.6833,Perpignan
1.9,47.9167,Orleans
2.25,48.8333,Boulogne-Billancourt
7.33333,47.75,Mulhouse
-0.35,49.1833,Caen
1.08333,49.4333,Rouen
6.2,48.6833,Nancy
2.35833,48.9333,Saint-Denis
2.25,48.95,Argenteuil
2.43333,48.8667,Montreuil
3.16667,50.7,Roubaix
2.36667,51.05,Dunkerque
3.15,50.7167,Tourcoing
4.81667,43.95,Avignon
2.2,48.9,Nanterre
2.46667,48.7833,Creteil
0.333333,46.5833,Poitiers
2.13333,48.8,Versailles
2.25222,48.8973,Courbevoie
2.4,48.7833,Vitry-sur-Seine
-0.366667,43.3,Pau
2.25,48.9167,Colombes
